formula,Tc,type
Mg3.17Ni7.26,7.0,original
Mo1.1Rb1.65S2.07,7.0,original
Nb0.47Ta2.56,7.0,original
Nb3.63Pt1.07Rh0.79,7.0,original
Nb3.63Pt1.07Rh0.79,7.0,original
Mo7.34Se4.83,7.0,original
Ti2.89V0.18,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
Au5.73Ba0.64Ge9.94Pt7.76,7.0,original
Nb2.37Pd1.94S5.42,7.0,original
Nb2.37Pd1.94S5.42,7.0,original
Au5.73Ba0.64Ge9.94Pt7.76,7.0,original
B1.62Dy10.45Ni4.79,7.0,original
La1.11,7.0,original
P2.43Se0.33Zr3.7,7.0,original
Ir1.52Se1.15,7.0,original
Ce5.81Ru5.45,7.0,original
Bi1.22Tl0.55,7.0,original
B1.62Dy8.34Ho2.13Ni4.79,7.0,original
B1.62Dy10.45Ni4.79,7.0,original
Ag3.49Se1.15Sn0.91,7.0,original
Mo7.34Se3.91Te3.62,7.0,original
La1.11,7.0,original
La1.11Ru8.08Si0.58,7.0,original
Ce5.81Ru5.45,7.0,original
As1.47Co0.77Fe1.89Sr1.46Zn0.21,7.0,original
La1.11Ru8.16Si0.58,7.0,original
P2.33Se0.36Zr3.7,7.0,original
Mo7.09Ru0.41Se4.83,7.0,original
Al0.98Ca1.05Si0.25,7.0,original
Ce5.81Ru5.45,7.0,original
B10.52Zr3.7,7.0,original
Ce5.81Ru5.45,7.0,original
Ce5.81Ru5.45Sc4.95,7.0,original
In1.5,7.0,original
Ir0.23Zr2.74,7.0,original
K1.4Mo1.1S2.07,7.0,original
Nb1.1S2.07,7.0,original
Nb0.4Re0.76,7.0,original
Nb0.15Sn0.11Ta1.22V0.14,7.0,original
Nb0.43Ta2.72,7.0,original
Zr3.12,7.0,original
Rh3.52Sr1.46,7.0,original
Sn0.78Ta15.96,7.0,original
Nb1.1Se1.15,7.0,original
Nb1.1Sn0.78Ta5.24V0.73,7.0,original
Nb1.1Sn0.78Ta5.24V0.73,7.0,original
Rh3.52Sr1.46,7.0,original
Sn0.78Ta15.96,7.0,original
Ti1.74V0.35,7.0,original
B1.62Ni4.44Y2.04,7.0,original
B1.62Dy10.45Ni4.79,7.0,original
Au4.57B1.97Pr0.75Pt3.5,7.0,original
B1.62Co0.16Er7.65Ni4.71,7.0,original
Ge0.73Nb3.63,7.0,original
Al0.68Nb3.99,7.0,original
B3.4Lu3.29Rh7.17,7.0,original
Mo7.34Se4.83,7.0,original
B1.62Dy8.34Ho2.13Ni4.79,7.0,original
B1.62Dy10.45Ni4.79,7.0,original
In0.96Pb1.18,7.0,original
Mo7.34Se4.83,7.0,original
Mo6.4Nb0.78Se4.83,7.0,original
Mo7.34Se4.83,7.0,original
La3.98Sn0.78,7.0,original
La3.98Ni2.3,7.0,original
B0.73Mo2.26,7.0,original
B0.73Mo2.16,7.0,original
In1.68La3.98Pr0.21,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
Ga1.1P1.78,7.0,original
As0.65Ga1.1,7.0,original
Ge0.11Ir5.11Lu6.67Si1.51,7.0,original
Al3.08Ca2.29Si1.26,7.0,original
As1.47Ba0.64Co0.2Fe2.21,7.0,original
As1.47Ba0.45Fe2.3Pr0.11,7.0,original
F0.41Fe1.02La1.11P1.78,7.0,original
Sb2.38Te7.36,7.0,original
Hf9.88Re8.86,7.0,original
As2.3Cr1.47K10.77,7.0,original
As2.3Cr1.47Rb5.68,7.0,original
Nb1.1Se1.15,7.0,original
P2.24Se0.39Zr3.7,7.0,original
Fe1.02La0.97P1.78,7.0,original
Ba0.43Rb1.07Sb2.38Ti8.52,7.0,original
La1.04Ru8.24Si0.58,7.0,original
Mo0.27P0.74Ru0.45,7.0,original
Ce5.81Ru5.45,7.0,original
Ga0.87Sb0.16,7.0,original
Ce5.81Ru5.45,7.0,original
Ce5.81Ru5.45,7.0,original
Ce5.81Ru5.45,7.0,original
Ce5.81Ru5.45,7.0,original
Al0.98La3.98,7.0,original
La1.11Ru8.16Si0.58,7.0,original
B1.62Gd1.61Lu2.64Ni4.79,7.0,original
Cu0.13La1.11,7.0,original
Ca1.05Ir3.36,7.0,original
B1.62Er6.49Ni4.79Tb2.05,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
B3.4Er0.94Ho9.49Rh7.17,7.0,original
Ce5.09Ru5.45,7.0,original
Ti2.89V0.18,7.0,original
Ti2.89V0.18,7.0,original
Ti2.89V0.18,7.0,original
B3.4Ho10.97Rh6.07Ru1.53,7.0,original
Ce5.09Ru5.45,7.0,original
As1.47Ba0.64Fe2.12Ni0.17,7.0,original
Ir1.62Mo3.59Nb3.63Pt2.29,7.0,original
Mo7.34Se4.83,7.0,original
Nb0.88,7.0,original
V0.53Zr0.71,7.0,original
B1.62Nb1.1,7.0,original
LaRu8.24Si0.58,7.0,original
Nb0.87,7.0,original
Ag3.49Se1.15Sn0.91,7.0,original
Bi1.47La1.11,7.0,original
Ge1.57Mo1.1,7.0,original
Cu0.13La2.33O0.48,7.0,original
Mg3.17Ni7.2,7.0,original
B1.62Nb0.21,7.0,original
Ce5.81Ru5.45,7.0,original
Ge0.73V2.32,7.0,original
K2.05Mo1.1S2.07,7.0,original
Mo0.93Re0.15,7.0,original
Nb1.1S2.07,7.0,original
Ge0.57V2.32,7.0,original
Hf6.89Nb0.21,7.0,original
Nb1.1S2.07,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
B0.73Lu3.29Re1.43,7.0,original
Hf9.88Os3.03P1.78,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
B0.43Mg0.97,7.0,original
La0.89Ru8.24Si0.58Tm1.18,7.0,original
V0.53,7.0,original
Ce5.81Ru5.45,7.0,original
Mg3.17Ni7.2,7.0,original
Zr3.39,7.0,original
Ge0.73V2.32,7.0,original
Al0.98Ca1.05Si0.25,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
Fe3.58Lu6.67Si1.59,7.0,original
Ba2.8Ge13.29Ir6.85,7.0,original
Ba0.51K0.52Sb2.38Ti8.52,7.0,original
As2.3Cr1.47K10.77,7.0,original
As2.3Cr1.47K10.77,7.0,original
As2.3Cr1.47K10.77,7.0,original
As2.3Cr1.47K10.77,7.0,original
As2.3Cr1.47K10.77,7.0,original
Hf9.88Os3.03P1.78,7.0,original
As2.3Cr1.47K10.77,7.0,original
As2.3Cr1.47K10.77,7.0,original
Mo1.1Te4.87,7.0,original
As2.3Cr1.47K10.77,7.0,original
Ti4.19V0.73,7.0,original
Ir6.85Lu15.14Sc2.44Si3.27,7.0,original
Sc0.29V0.68,7.0,original
B10.52Zr3.7,7.0,original
Fe1.02S0.11Se0.39,7.0,original
Ti2.35V0.25,7.0,original
Ga1.1,7.0,original
Co3.96Zr7.55,7.0,original
Mo0.35Re0.84,7.0,original
Cu0.13La1.8Nd1.84O0.48,7.0,original
Ir6.85Lu15.99Sc1.19Si3.27,7.0,original
B10.52Zr3.7,7.0,original
La1.11,7.0,original
P2.24Se0.39Y0.25Zr6.59,7.0,original
Nb0.87,7.0,original
Hf6.39N5.82Nb0.28,7.0,original
Zr3.41,7.0,original
Fe1.18Te1.95,7.0,original
Nb1.1S2.07,7.0,original
Nb1.1S2.07,7.0,original
Gd0.25In1.68La3.92,7.0,original
Co0.96La1.11Ru7.57Si0.58,7.0,original
Ga1.1,7.0,original
Li2.39Nb3.63O2.15Rb5.68Sr3.22,7.0,original
Ga0.18Mn0.85Nb0.77,7.0,original
Pb3.13S0.95Te2.37,7.0,original
Ti0.29V0.66,7.0,original
Ir6.85Lu15.14Sc2.44Si3.27,7.0,original
B1.62Dy4.13Ho6.55Ni4.79,7.0,original
La1.11Sn2.54,7.0,original
Li0.63Nb3.63O2.15Rb5.68Sr3.22,7.0,original
Li2.39Nb3.63O2.15Rb5.68Sr3.22,7.0,original
As0.65FeLa1.11,7.0,original
B0.73Ta4.44Zr0.42,7.0,original
C0.24Ni2.3Th0.28Y1.8,7.0,original
Cu0.12La2.33O0.48,6.0,original
Cu0.13La2.37O0.48,6.0,original
C10.41Yb27.4,6.0,original
Ba1.72Cu1.34O1.2Y2.04Zn0.15,6.0,original
Cu0.13La2.19O0.48Sr0.14,6.0,original
Cu0.13F0.41Nd9.83O0.48,6.0,original
Bi1.56K5.05O0.2,6.0,original
Ce1.01Cu0.13O0.48Pr1.37,6.0,original
B10.52Zr3.7,6.0,original
C10.41Yb34.9,6.0,original
B10.52Zr3.7,6.0,original
Al0.98Ca1.05Si0.25,6.0,original
B1.62Pr0.75Pt4.72,6.0,original
Hg7.24Pb7.35,6.0,original
Na1.25O0.75V1.53,6.0,original
Ge0.32Ir6.85Lu16.84Si3.1,6.0,original
B2.51Br55.5C0.94La12.58,6.0,original
Ba6.72Si15.36,6.0,original
B4.29Nb2.11Ru0.41,6.0,original
B10.52Zr3.7,6.0,original
Ba0.64Rh3.52,6.0,original
Be5.88Ga1.1,6.0,original
Co3.73Ni0.18Zr7.55,6.0,original
In0.76Pb1.47,6.0,original
Re0.84W2.06,6.0,original
Rh0.84Se0.21,6.0,original
Rh0.53Se0.32,6.0,original
Nb1.1,6.0,original
Rh1.7Se,6.0,original
Rh0.84Se0.21,6.0,original
Rh0.84Se0.21,6.0,original
Rh0.53Se0.32,6.0,original
Nb0.21,6.0,original
Ce5.81Ru5.45,6.0,original
Ge0.14Nb0.73,6.0,original
Ge0.73Nb3.63,6.0,original
N5.82Nb1.1,6.0,original
Re0.84W2.06,6.0,original
Ta0.32Ti3.84,6.0,original
B1.62Pr0.75Pt4.72,6.0,original
Au4.57B1.62Pr0.75Pt3.5,6.0,original
B1.62Dy4.13Ho6.55Ni4.79,6.0,original
B1.62Dy10.45Ni4.79,6.0,original
B1.62Dy10.45Ni4.79,6.0,original
B1.62Co1.05Lu3.29Ni4.47,6.0,original
B1.62Dy10.45Ni4.79,6.0,original
H2.49Rh1.7Zr7.55,6.0,original
Nb1.1S2.07,6.0,original
Mg3.17Ni7.06,6.0,original
C10.41Yb27.4,6.0,original
Co0.14Mg3.17Ni7.13,6.0,original
Co0.27Mg3.17Ni7.06,6.0,original
B1.97Pr0.75Pt4.96,6.0,original
Mo7.34Se4.83Yb9.91,6.0,original
Br16.61C0.24I5.1Y4.44,6.0,original
B1.62Dy4.13Ho6.55Ni4.79,6.0,original
Co3.73Ni0.18Zr7.55,6.0,original
Al0.98Ca1.05Si0.25,6.0,original
Be0.93,6.0,original
P1.78,6.0,original
Ba8.19Ge4.92Si13.34,6.0,original
Ba6.72Si15.36,6.0,original
Ba6.72Si15.36,6.0,original
Nb0.91,6.0,original
Gd0.15In1.68La3.94,6.0,original
B1.62Mg2.28Sc1.29,6.0,original
Fe3.58Lu6.67Si1.59,6.0,original
B1.62Os9.3Y2.04,6.0,original
C0.41Sc5.95Th2.83,6.0,original
B1.62Ni4.79Th3.56,6.0,original
Eu5.43Mo7.78S8.78Sn0.11,6.0,original
Mo0.35Re0.84,6.0,original
Al0.98La3.98,6.0,original
Ge0.73V2.32,6.0,original
Bi0.8Tl1.69,6.0,original
La1.11,6.0,original
B1.62Pr0.75Pt4.72,6.0,original
Fe3.58Lu3.29Si1.59,6.0,original
Fe3.58Lu6.67Si1.59,6.0,original
As0.65Co0.55Fe0.83La1.11,6.0,original
B5.18Y2.04,6.0,original
Fe1.05Se0.54,6.0,original
As0.65Fe1.02Na3.91,6.0,original
Fe1.02Te2.05,6.0,original
Fe1.02Li7.24P1.78,6.0,original
Fe1.07Te1.83,6.0,original
As1.47Ba0.64Fe2.12Ni0.17,6.0,original
B0.73,6.0,original
Cs2.36O0.2W5.25,6.0,original
As1.47Fe2.3Mg3.17O1.03Sr6.74Ti4.19,6.0,original
Fe3.58Lu6.67Si1.59,6.0,original
Co4.41Nb4.9Si0.25,6.0,original
As14.67Ca12.24Fe12.18Pt7.83,6.0,original
Nb1.1S2.07,6.0,original
Bi3.16Te7.36,6.0,original
Au0.69Sb0.9Te0.13,6.0,original
As0.65Fe0.92Sm6.8,6.0,original
Al5.18Ba8.19Si13.68,6.0,original
Nb2.37Pd1.94S5.42,6.0,original
Al0.56Mg4.48Si0.25,6.0,original
Al0.98Mg3.17Si0.25,6.0,original
Co3.73Ni0.18Zr7.55,6.0,original
Ge0.73V0.73Zr3.7,6.0,original
As1.47Eu6.12Fe1.02,6.0,original
Te12.35Zr3.7,6.0,original
Mo3.59Sb8.53,6.0,original
Re35.59Ti21.52,6.0,original
Re8.86Ti4.19,6.0,original
B1.62Rh3.52Ta5.24,6.0,original
B0.73Ta3.9Zr0.81,6.0,original
Ba0.64Bi4.85,6.0,original
B1.62Nb0.99,6.0,original
In1.24,6.0,original
Ba1.72Cu1.39O1.19Y2.04,60.0,original
Ba1.72Cu1.39O1.2Y2.04,60.0,original
Ba1.72Cu1.39O1.23Sm6.8,60.0,original
Ba1.72Cu1.39O1.42Pr0.13Y1.56,60.0,original
Ba1.72Cu1.39La0.83O1.31Pr0.13,60.0,original
Ba1.72Cu1.39O1.21Y2.04,60.0,original
Ba1.24Cu1.39La1.47O1.34,60.0,original
Ba1.72Cu1.39O1.31Pr0.21Y1.32,60.0,original
Ba1.72Cu1.39O1.23Y2.04,60.0,original
Ba1.72Cu1.39O1.17Y2.04,60.0,original
Ba1.72Cu1.39O1.19Y2.04,60.0,original
Ba1.72Cu1.39O1.2Y2.04,60.0,original
Ba1.72Cu1.39O1.19Y2.04,60.0,original
Ba1.72Cu1.39O1.3Pr0.21Y1.32,60.0,original
Ba1.72Cu1.39O1.31Pr0.21Y1.32,60.0,original
Ba1.72Cu1.39O1.26Sm6.8,60.0,original
Ba1.72Cu1.39Gd7.59O1.27,60.0,original
Ba1.72Cu1.39Lu1.93O1.31Pr0.28,60.0,original
Ca0.43Cu1.37Ho5.45O1.59Pb6.37Sr3.22,60.0,original
Ba1.72Cu1.39O1.22Y2.04,60.0,original
Ba1.72Cu1.39O1.23Y2.04,60.0,original
Ba1.72Cu1.39O1.26Y1.68,59.0,original
Ba0.64Ca1.05Cu1.39Dy7.81O1.31,59.0,original
Ba1.72Ca0.18Co1.23Cu1.2O1.25Y1.32,59.0,original
Ba1.72Cu1.39O1.23Y2.04,59.0,original
Cu1.39Eu6.47O1.62Pb6.37Sr3.22,59.0,original
Ba1.72Cu0.12O1.58Y2.04,59.0,original
Ba1.72Cu2O1.59Y2.04,59.0,original
Ba1.72Cu0.13Hg7.24O0.57,59.0,original
Ba1.72Cu1.39O1.2Y2.04,59.0,original
Ba1.72Cu1.39O1.2Y2.04,59.0,original
Ba1.72Cu1.36O1.27Sm6.8,59.0,original
Ba1.29Cu1.39La0.25O1.32Y2.04,59.0,original
Ba1.72Cu1.39O1.19Y2.04,59.0,original
Ba2.8Ca0.43Cd5.88Cu3.91La3.98O3.93,59.0,original
Ba1.72Cu0.13O1.03Tl8.96,59.0,original
Ba1.72Cu1.39O1.2Y2.04,59.0,original
Ba1.72Cu1.39O1.21Y2.04,59.0,original
Ba1.72Cu1.39O1.22Y2.04,59.0,original
Ba1.72Cu1.27O1.28Y2.04,59.0,original
Ba1.72Cu1.39O1.17Y2.04,59.0,original
Ba1.72Cu1.39O1.2Y2.04,59.0,original
Ba1.72Cu1.39O1.31Pr0.13Y1.56,59.0,original
Ba1.72Cu1.39O1.18Y2.04,59.0,original
Ba0.64Cu1.39O1.27Sr1.46Y2.04,59.0,original
Ba1.72Cu1.39O1.3Pr0.13Y1.56,59.0,original
Ba1.72Cu1.39O1.19Y2.04,59.0,original
Ba0.64Cu1.08Fe0.38O1.31Sr1.46Y2.04,59.0,original
Bi3.16Ca0.8Cu0.76O1.59Pr0.13Sr3.22,59.0,original
Ba1.72Cu1.39O1.2Y2.04,59.0,original
Ba1.72Cu1.39O1.19Y2.04,59.0,original
Bi3.16Ca1.05Cu0.76I10.24O1.59Sr3.22,59.0,original
Ba1.72Cu1.39O1.2Y2.04,59.0,original
Ba1.72Co0.89Cu1.25O1.31Y2.04,58.0,original
Ba1.72Cu1.14Ni0.81O1.31Y2.04,58.0,original
Ba1.72Cu0.13O1.02Tl8.96,58.0,original
Ba1.72Cu1.39O1.18Y2.04,58.0,original
Ba1.72Cu1.39O1.2Y2.04,58.0,original
Ba1.72Cu2.02Li0.82O1.59Y2.04,58.0,original
Ba1.72Cu2.02Li1.73O1.59Y2.04,58.0,original
Cu1.2O1.31Sr3.22Ti1.16Y2.04,58.0,original
Bi3.16Ca1.05Cu0.76I10.24O1.59Sr3.22,58.0,original
Ba1.72Cu2.02O1.59Pr0.28Y1.09,58.0,original
Cu0.13F10.35Sr2.78,58.0,original
Ba1.72Co0.41Cu1.95O1.59Y2.04,58.0,original
Ba1.72Cu1.39O1.2Y2.04,58.0,original
Ba1.72Ca0.18Cu1.39Lu2.27O1.08,58.0,original
Ba3.88Cu3.91Eu9.58O3.44Pr0.44,58.0,original
Ba3.02Ca0.55Gd2.61La3.84O3.96,58.0,original
Ba1.72Cu1.39O1.23Y2.04,58.0,original
Ba2.8Ca1.05Cu3.56Fe0.46La3.26O4Y0.85,58.0,original
Cu0.76Dy4.13Gd5.33O1.59Ru2.65Sr3.22,58.0,original
Ca0.8Cu0.76O1.31Pr0.13Sr3.22Tl4.41,58.0,original
Ba1.72Cu1.37O1.24Y2.04,58.0,original
Ba1.72Cu1.39O1.2Y2.04,58.0,original
Ba1.72Cu1.27Dy10.45O1.29,58.0,original
Ba2.15Ca1.05Cu3.65Gd9.85In0.64La2.4O3.98Sr0.75,58.0,original
Ba1.72Cu1.39Eu5.43O1.3Pr0.13,58.0,original
Ba1.61Cu1.39O1.26Y2.04,58.0,original
Ba1.18Cu1.39La0.4O1.37Y1.8,58.0,original
Ba1.72Cu2O1.59Y2.04,58.0,original
Ba1.72Cu1.39O1.2Y2.04,58.0,original
Ba1.72Cu1.38O1.24Y2.04,58.0,original
Ba1.72Cu1.27O1.27Y2.04,58.0,original
Ba1.72Cu1.39Gd7.14O1.31Pr0.13,58.0,original
Ba1.72Cu1.39O1.26Y2.04,58.0,original
Ba1.72Cu1.39O1.18Y2.04,58.0,original
Ba1.72Ca1.05Cu2.65La1.83O2.65Pr0.36,58.0,original
Ba1.72Cu2O1.59Y2.04,58.0,original
Ba1.72Cu1.39O1.34Pr0.13Y1.56,58.0,original
Ba1.4La0.11Nd4.84O1.25,58.0,original
Ba1.72Co0.32Cu1.33O1.25Y1.8,58.0,original
Ba1.72Co0.55Cu1.3O1.25Y1.68,58.0,original
Ba1.72Cu1.39O1.3Sm6.11,58.0,original
Ba1.4Cu1.39La0.11O1.31Y2.04,58.0,original
Ba1.72Cu1.36O1.31Y2.04,58.0,original
Ba1.72Cu1.39O1.31Pr0.21Y1.32,58.0,original
Ba1.72Cu1.39O1.2Y2.04,58.0,original
Ba1.35Cu1.39La1.47O1.35,58.0,original
Ba1.72Cu1.39O1.19Y2.04,58.0,original
Ba1.72Cu1.39Nd4.59O1.27,58.0,original
Ba1.18Cu1.39La1.11O1.3Sr0.58,58.0,original
Ba1.72Cu1.39La0.68O1.31Pr0.21,58.0,original
Ba1.45Cu1.39La1.33O1.35,58.0,original
Ba1.72Cu1.3O1.31Y2.04,57.0,original
Ba1.72Cu1.33O1.3Y2.04Zn0.17,57.0,original
Ba1.72Cu1.32O1.31Y2.04,57.0,original
Ba0.64Cu1.39La1.11O1.3Sr1.46,57.0,original
Ba0.64Co0.14Cu1.36La1.11O1.31,57.0,original
Ca3.54Cu0.76O1.2,57.0,original
Ba1.72Cu1.39O1.3Pr0.21Y1.32,57.0,original
Ba1.35Cu1.39La0.18O1.35,57.0,original
Ba1.72Cu2O1.59Y2.04,57.0,original
Ba1.02Ca0.3Cu1.39La1.47O1.33,57.0,original
Ba1.72Cu1.39O1.21Y2.04,57.0,original
Bi3.16Ca0.55Cu0.76O1.68Pr0.28Sr3.22,57.0,original
Ba1.18Cu1.39La0.4O1.36Y2.04,57.0,original
Ba1.72Cu1.33O1.3Y2.04Zn0.17,57.0,original
Ba1.72Cu1.34O1.31Y2.04Zn0.15,57.0,original
Ba1.72Cu1.39O1.24Y2.04,57.0,original
Ba1.72Cu1.99O1.59Y2.04,57.0,original
Ca0.55CuO1.28Sr3.22Y0.61,57.0,original
Bi3.16Ca1.05Cu0.76I4.07O1.66Sr3.22,57.0,original
Ba1.51Cu1.39O1.2Yb9.91,57.0,original
Ba1.72Cu1.39O1.22Y2.04,57.0,original
Ba1.72Cu1.39O1.21Y2.04,57.0,original
Ba1.51Cu1.39O1.32Sm8.19,57.0,original
Ba0.64Cu0.13O0.75Sr1.46Tl4.41,57.0,original
Ba1.72Cu1.39O1.2Y2.04,57.0,original
Bi2.82Ca1.3Cu0.76Ga0.18O1.59Sr2.87,57.0,original
Ba1.72Ce0.41Cu2.02O1.59Y1.8,57.0,original
As0.65Fe1.02Gd7.14Th0.64,57.0,original
Ba1.61Cu1.39O1.31Sm6.8,57.0,original
Ba1.72Cu1.39O1.2Y2.04,57.0,original
Bi3.16Ca1.05Cu0.76I6.23O1.65Sr3.22,57.0,original
Ba1.72Cu1.39O1.21Y2.04,57.0,original
Ba1.72Cu2O1.59Y2.04,57.0,original
As0.65Fe1.02Gd8.95H0.29,57.0,original
Ba1.72Cu1.39O1.26Pr0.13Y1.56,57.0,original
Ba1.72Cu1.39O1.21Y1.8,57.0,original
Ba1.72Cu1.39Nd4.84O0.75S0.95,56.0,original
Ba1.36Cu1.39La0.17O1.33Y2.04,56.0,original
Ba1.72Cu0.13O1.02Tl8.96,56.0,original
Ba1.72Cu1.39O1.23Y2.04,56.0,original
Ba1.72Cu1.34O1.31Y2.04Zn0.15,56.0,original
Cu1.19O1.34Sr3.22Ti1.27Y2.04,56.0,original
Ca0.3Cu0.76Ga1.1O1.31Sr2.52Y1.09,56.0,original
Cu1.39O1.39Sr3.22Tm7.72,56.0,original
Ba0.1Cu1.27Ga0.18O1.35Sr2.34Y2.04,56.0,original
Ba3.88Cu3.91Nd8.84O3.43Pr0.13,56.0,original
Ba0.64Ca1.05Cu1.39Dy2.55La0.76O1.31,56.0,original
Ba1.72Cu2O1.59Y2.04,56.0,original
Ba1.72Cu1.34O1.3Y2.04Zn0.15,56.0,original
Ba1.72Cu0.13Hg7.24O0.58,56.0,original
Ba1.72Cu1.39O1.17Y2.04,56.0,original
Ba1.72Cu1.39O1.18Y2.04,56.0,original
Ba1.18Ca0.43Cu1.39La1.11O1.36,56.0,original
Ba1.72Cu1.38O1.25Y2.04,56.0,original
Ba1.18Cu1.39La0.83O1.27Sr0.58,56.0,original
Cu0.76Fe1.02O1.5Sr3.22Y2.04,56.0,original
Ba1.72Ca3.54Cu2.02F10.35O1.59,56.0,original
Ba1.72Cu1.34O1.31Y2.04Zn0.15,56.0,original
Ba1.72Cu2O1.59Y2.04,56.0,original
Ba1.56Cu1.39Gd8.95O1.34,56.0,original
Ba1.72Ca0.18Cu1.39Er5.32O1.27,56.0,original
Ba1.72Cu1.39O1.31Pr0.21Y1.32,56.0,original
Ba1.72Cu1.23O1.31Y2.04,56.0,original
B0.28Ba1.18Cu1.08O1.31Sr0.58Y1.68,56.0,original
Ba1.72Cu1.39O1.19Y2.04,56.0,original
Bi3.16Ca1.05Cu0.76I8.8O1.66Sr3.22,56.0,original
Ba1.72Cu1.39O1.18Y2.04,56.0,original
Ba1.72Co0.77Cu1.27O1.25Y1.56,56.0,original
Ba1.72Cu1.39O1.2Y2.04,56.0,original
Ba1.72Co0.32Cu1.33O1.28Y2.04,56.0,original
Ba1.72Co0.77Cu1.27Eu6.81O1.31,56.0,original
Ca1.05Cu0.76O1.31Sr2.6Th1.19Tl4.41,56.0,original
Ca0.61Cu0.76O1.31Sr3.22Th1.19Tl4.41,56.0,original
As0.65Fe1.02H0.62Sm6.8,56.0,original
Ba1.72Cu1.97O1.59Y2.04,56.0,original
Ba1.72Cu1.33O1.28Y2.04,55.0,original
Ba1.72Cu1.33O1.26Y2.04Zn0.17,55.0,original
Ba1.72Cu1.39Er7.65O1.12,55.0,original
Ba1.72Cu1.3Er7.65O1.31Zn0.27,55.0,original
Cu1.24Mo0.16O1.34Sr3.22Y2.04,55.0,original
Ca1.05Cu0.76O1.3Pb1.51Sr3.22Y0.85,55.0,original
Bi3.16Ca0.49Cu0.76I10.24O1.59Sr3.22Y0.73,55.0,original
Ba1.72Ce0.41Cu2.02O1.59Y1.8,55.0,original
Cu1.27O1.31Re0.24Sr3.22Y2.04,55.0,original
Ca0.18Cu0.76O1.31Sr2.69Tl4.41Yb9.91,55.0,original
Ca0.43Cu0.76O1.31Sr2.34Tl4.41Yb9.91,55.0,original
Cu1.39O1.45Sr3.22Tm7.72,55.0,original
Ba0.64Ca1.05Cu1.3La1.11O1.31,55.0,original
Ba1.29Cu1.39O1.2Sr0.4Yb9.41,55.0,original
Bi0.63Cu0.76O2.15Sr6.74Tl2.14,55.0,original
Ba0.64Ca1.05Cu1.39La0.76Nd1.09O1.31,55.0,original
Ca1.27Cu0.76La2.29O1.03,55.0,original
Ba0.64Ca1.05Cu1.39Dy5.18La0.4O1.31,55.0,original
Ba3.12Ca0.3Cu3.91La4.12O3.97Y0.13,55.0,original
Ba1.72Cu1.39O1.18Y2.04,55.0,original
Ba1.72Cu1.39O1.18Y2.04,55.0,original
Ba1.72Cu1.39O1.17Y2.04,55.0,original
Ba1.72Cu1.39F6.48O1.03Y2.04,55.0,original
Ba1.72Cu1.39F7.52O1.03Y2.04,55.0,original
Ba1.4Cu1.39O1.3Pr0.24Sr0.22Yb6.41,55.0,original
Ba0.75Ca0.3Cu1.39La1.83O1.33,55.0,original
Ba1.72Cu1.39O1.3Pr0.21Y1.32,55.0,original
Ba1.56Co0.55Cu1.3O1.3Y2.04,55.0,original
Bi2.49Cu1.39O1.26Sr0.4Yb9.91,55.0,original
Ba1.72Cu1.34O1.29Y2.04Zn0.15,55.0,original
Ba1.72Cu1.36O1.27Y2.04,55.0,original
Ba1.72Cu1.39O1.17Y2.04,55.0,original
Ba1.72Cu1.39O1.19Y2.04,55.0,original
Ba1.72Ca3.54Cu2.02F10.35O1.59,55.0,original
Bi0.29Cu0.76La1.4O0.98Pb0.86Sr1.81,55.0,original
As0.65Fe1.02Sm6.8,55.0,original
As0.65Fe1.02Sm6.8,55.0,original
Ba1.72Ca3.54Cu2.02F10.35O1.59,55.0,original
As0.65Fe1.02Sm6.8,55.0,original
As0.65F3.02Fe1.02Sm6.8,55.0,original
As0.65Fe1.02Gd8.95H0.29,55.0,original
As0.65Fe1.02H0.84Sm6.8,55.0,original
Fe1.02Se0.54,55.0,original
Fe1.02Se0.54,55.0,original
Ba1.72Cu1.39O1.31Y1.8Zn0.17,55.0,original
Ba1.72Cu1.39O1.18Y2.04,55.0,original
Ba0.1Cu1.25O1.31Sr2.52Y1.42,55.0,original
As0.65Fe1.02Sm6.8,55.0,original
Ba1.72Cu1.39O1.18Y2.04,55.0,original
Ba1.4Cu1.39La0.11O1.31Y2.04,55.0,original
Bi2.82Ca1.05Cu0.75O1.59Pb0.53Sr3.22,55.0,original
Ba1.72Cu1.39La0.54O1.31Pr0.28,55.0,original
Ba1.72Cu1.27O1.28Y2.04Zn0.38,55.0,original
Ba1.72Cu1.39O1.27Sm6.8,55.0,original
As0.65Fe1.02H0.84Sm6.8,55.0,original
Ba1.72Cu1.39O1.22Y2.04,55.0,original
As0.65F0.41Fe1.02Sm6.8,55.0,original
Ba1.72Cu1.33O1.27Y2.04,55.0,original
Ba1.72Cu1.39O1.17Y1.8,55.0,original
Ba1.61Cu1.39O1.23Y2.04,55.0,original
Ba0.21Cu1.39La0.25Nd4.34O1.23,55.0,original
Bi2.66Ca0.8Cu0.73O1.59Pb0.86Sr3.22Y0.13,55.0,original
Ba1.72Cu1.39O1.18Y2.04,55.0,original
